Initializing IMU device...
Testing device connections...
CurieIMU connection successful
About to calibrate. Make sure your board is stable and upright
Starting Gyroscope calibration... Done
Starting Acceleration calibration... Done
Internal sensor offsets AFTER calibration...
-20	-44	19	3	14	-7
Enabling Gyroscope/Acceleration offset compensation
1
1
sampling period: 16000.00
n
Started timed_IMU_ISR
0 1:89.00 2:15719.00 3:61570.34 4:887.89 5:745.26 6:462.12 7:438.40 8:216.08 9:335.94 10:635.63
0 1:450.00 2:15760.00 3:62977.91 4:934.15 5:993.05 6:845.70 7:1625.46 8:2630.57 9:1619.14 10:2213.39
0 1:202.00 2:15869.00 3:45036.89 4:1212.93 5:546.49 6:750.41 7:289.59 8:655.62 9:750.36 10:135.59
0 1:99.00 2:15879.00 3:47822.00 4:391.72 5:378.71 6:158.74 7:166.97 8:183.78 9:407.59 10:320.94
0 1:96.00 2:15879.00 3:49903.84 4:366.10 5:723.78 6:447.64 7:404.79 8:481.87 9:287.51 10:209.17
0 1:105.00 2:15882.00 3:49606.34 4:397.86 5:300.32 6:592.41 7:293.97 8:405.43 9:145.76 10:493.61
0 1:109.00 2:15890.00 3:48879.52 4:359.31 5:236.65 6:252.66 7:311.42 8:259.53 9:259.76 10:414.03
0 1:112.00 2:15866.00 3:55635.53 4:529.29 5:268.67 6:160.15 7:246.03 8:576.98 9:625.36 10:869.38
0 1:180.00 2:15850.00 3:66123.23 4:943.41 5:587.98 6:587.64 7:579.86 8:557.95 9:676.09 10:218.73
0 1:139.00 2:15867.00 3:59738.11 4:415.66 5:242.60 6:590.19 7:450.32 8:322.39 9:724.74 10:468.21
0 1:120.00 2:15869.00 3:54964.39 4:449.18 5:367.44 6:510.60 7:196.00 8:172.87 9:677.09 10:1042.13
0 1:213.00 2:15876.00 3:48763.15 4:482.63 5:416.13 6:276.66 7:517.69 8:294.87 9:363.69 10:567.23
0 1:232.00 2:15888.00 3:45401.71 4:1599.13 5:606.21 6:295.07 7:332.40 8:1117.21 9:1859.96 10:1157.08
0 1:93.00 2:15893.00 3:46524.57 4:235.00 5:341.89 6:140.89 7:206.34 8:169.72 9:246.40 10:221.54
0 1:63.00 2:15896.00 3:47454.91 4:146.89 5:179.30 6:93.88 7:197.78 8:194.85 9:98.78 10:381.31
0 1:62.00 2:15898.00 3:48793.24 4:192.95 5:108.57 6:245.82 7:125.50 8:100.95 9:259.73 10:290.03
0 1:59.00 2:15892.00 3:49010.41 4:45.36 5:199.06 6:149.26 7:302.27 8:163.84 9:88.41 10:206.16
0 1:103.00 2:15879.00 3:49125.28 4:281.41 5:163.60 6:297.84 7:262.91 8:375.76 9:328.05 10:185.33
0 1:57.00 2:15888.00 3:48767.19 4:73.37 5:199.94 6:150.51 7:100.20 8:181.31 9:88.04 10:151.82
0 1:73.00 2:15891.00 3:49720.60 4:263.00 5:171.71 6:217.98 7:146.13 8:304.50 9:182.96 10:272.93
0 1:55.00 2:15898.00 3:48622.17 4:65.22 5:152.53 6:161.74 7:177.35 8:142.93 9:183.21 10:287.59
0 1:116.00 2:15890.00 3:53014.46 4:2074.97 5:1619.14 6:1906.11 7:907.36 8:429.02 9:464.24 10:122.34
0 1:974.00 2:15738.00 3:53930.73 4:2588.38 5:4678.52 6:3930.03 7:2675.85 8:2564.61 9:3607.73 10:2551.05
0 1:291.00 2:15724.00 3:35057.46 4:807.53 5:434.36 6:403.33 7:401.88 8:454.31 9:566.89 10:617.77
0 1:268.00 2:15715.00 3:48000.54 4:640.28 5:521.79 6:676.21 7:780.76 8:446.96 9:546.61 10:685.54
0 1:849.00 2:15902.00 3:38106.86 4:21013.28 5:15677.21 6:13467.05 7:12739.60 8:11684.96 9:9428.64 10:5566.74
0 1:217.00 2:16039.00 3:23371.78 4:1468.67 5:420.17 6:958.85 7:477.98 8:1233.21 9:969.77 10:600.77
0 1:131.00 2:16018.00 3:12674.78 4:547.18 5:254.97 6:596.41 7:389.92 8:637.18 9:578.64 10:1587.14
0 1:152.00 2:16008.00 3:6952.40 4:526.58 5:761.08 6:206.72 7:208.24 8:449.04 9:445.25 10:716.20
0 1:160.00 2:16033.00 3:2219.51 4:588.99 5:587.56 6:704.92 7:1137.71 8:896.12 9:918.40 10:1883.71
0 1:89.00 2:16033.00 3:1907.39 4:374.63 5:122.43 6:131.65 7:134.30 8:186.69 9:399.29 10:229.64
0 1:93.00 2:16030.00 3:693.95 4:377.39 5:273.19 6:224.60 7:87.21 8:325.58 9:220.93 10:325.56
0 1:104.00 2:16039.00 3:903.04 4:277.17 5:194.26 6:347.92 7:352.26 8:776.65 9:482.22 10:796.09
0 1:134.00 2:16027.00 3:4710.35 4:585.54 5:769.47 6:570.43 7:680.33 8:486.05 9:1072.17 10:537.47
0 1:144.00 2:16025.00 3:4912.40 4:1029.64 5:858.83 6:745.60 7:1147.18 8:2098.12 9:2567.29 10:1820.92
0 1:74.00 2:16029.00 3:9893.92 4:244.29 5:359.48 6:180.64 7:140.39 8:327.98 9:245.85 10:274.60
0 1:69.00 2:16024.00 3:12833.96 4:110.64 5:242.50 6:414.28 7:285.75 8:254.27 9:69.31 10:231.57
0 1:88.00 2:16016.00 3:14419.48 4:581.68 5:297.57 6:253.82 7:238.55 8:540.02 9:594.97 10:403.14
0 1:306.00 2:15978.00 3:25356.12 4:2221.74 5:1444.17 6:1990.22 7:451.05 8:1146.12 9:2077.87 10:1938.76
0 1:201.00 2:15975.00 3:29039.89 4:3218.29 5:2775.98 6:1983.57 7:977.38 8:1478.62 9:2515.15 10:2956.20
0 1:161.00 2:15917.00 3:43225.93 4:1334.56 5:615.08 6:1446.43 7:762.26 8:946.69 9:699.76 10:1365.86
0 1:93.00 2:15882.00 3:48717.52 4:215.90 5:227.03 6:333.54 7:320.09 8:511.55 9:383.94 10:275.69
0 1:87.00 2:15890.00 3:48344.87 4:303.39 5:242.27 6:319.32 7:317.76 8:257.37 9:339.49 10:213.67
0 1:84.00 2:15900.00 3:47341.04 4:423.79 5:354.60 6:248.05 7:161.86 8:350.99 9:193.28 10:223.90
0 1:103.00 2:15897.00 3:45346.05 4:618.72 5:781.44 6:1237.58 7:629.40 8:735.84 9:972.95 10:343.12
0 1:90.00 2:15901.00 3:45080.22 4:420.94 5:188.92 6:298.98 7:470.20 8:571.36 9:434.97 10:312.37
0 1:90.00 2:15898.00 3:47454.36 4:310.57 5:151.66 6:215.75 7:372.43 8:295.05 9:308.49 10:577.65
0 1:1836.00 2:16027.00 3:30162.77 4:15427.81 5:12331.76 6:3364.26 7:6996.19 8:9424.67 9:3088.76 10:3276.48
0 1:264.00 2:16184.00 3:19601.85 4:1003.02 5:884.51 6:515.87 7:446.91 8:352.45 9:1561.82 10:888.19
0 1:577.00 2:16292.00 3:9193.68 4:9180.96 5:7660.14 6:7965.65 7:9424.51 8:7548.61 9:13764.43 10:12892.45
0 1:230.00 2:16264.00 3:25507.03 4:1009.19 5:946.98 6:704.90 7:489.79 8:514.32 9:425.93 10:868.62
0 1:590.00 2:16272.00 3:25437.62 4:3909.21 5:2852.69 6:1780.22 7:2207.92 8:3317.11 9:3497.78 10:2145.19
0 1:1390.00 2:16083.00 3:17182.71 4:3416.77 5:8643.13 6:3895.05 7:5388.83 8:3790.35 9:6608.46 10:3600.42
0 1:567.00 2:16049.00 3:28829.77 4:1450.24 5:2731.76 6:1507.00 7:1788.90 8:1562.32 9:1755.82 10:2799.41
0 1:349.00 2:16097.00 3:36845.47 4:366.55 5:791.35 6:919.43 7:2037.32 8:2012.23 9:2600.63 10:2207.17
0 1:335.00 2:16093.00 3:47393.77 4:829.40 5:1512.30 6:957.53 7:1557.06 8:3965.99 9:4501.59 10:5333.38
0 1:127.00 2:16092.00 3:45821.77 4:590.96 5:1079.21 6:1420.59 7:1790.02 8:2179.71 9:2042.10 10:2220.29
0 1:81.00 2:16115.00 3:43093.53 4:95.28 5:200.03 6:342.54 7:206.42 8:172.87 9:226.04 10:268.37
0 1:114.00 2:16092.00 3:46490.87 4:835.90 5:348.09 6:669.43 7:385.82 8:464.87 9:484.26 10:1142.42
0 1:91.00 2:16114.00 3:44650.56 4:297.77 5:201.99 6:437.52 7:815.03 8:1073.13 9:1105.71 10:1312.89
0 1:68.00 2:16113.00 3:44075.61 4:121.85 5:207.76 6:179.70 7:320.18 8:226.95 9:134.54 10:243.19
0 1:57.00 2:16126.00 3:43352.56 4:91.03 5:125.65 6:109.84 7:178.15 8:121.57 9:211.59 10:200.26
0 1:56.00 2:16119.00 3:42679.80 4:193.63 5:252.48 6:234.49 7:95.04 8:93.48 9:193.64 10:162.00
0 1:53.00 2:16133.00 3:42392.29 4:101.81 5:176.24 6:114.97 7:194.53 8:246.50 9:74.04 10:259.04
0 1:95.00 2:16129.00 3:42128.58 4:827.07 5:589.51 6:434.46 7:521.46 8:321.27 9:225.36 10:154.79
0 1:117.00 2:16121.00 3:45571.95 4:491.50 5:209.97 6:535.71 7:365.17 8:409.57 9:1018.63 10:1570.39
0 1:122.00 2:16119.00 3:46757.12 4:694.16 5:405.67 6:439.78 7:515.05 8:726.47 9:407.44 10:383.48
0 1:156.00 2:16101.00 3:44029.61 4:355.44 5:402.35 6:274.24 7:367.73 8:539.68 9:639.25 10:226.77
0 1:133.00 2:16092.00 3:43584.80 4:349.65 5:348.36 6:315.44 7:225.90 8:488.84 9:450.54 10:1000.02
0 1:132.00 2:16098.00 3:43066.63 4:493.22 5:60.12 6:293.34 7:386.73 8:367.64 9:778.28 10:729.89
0 1:95.00 2:16113.00 3:42807.32 4:377.62 5:157.86 6:218.19 7:229.78 8:276.10 9:302.27 10:517.98
0 1:89.00 2:16105.00 3:43217.56 4:305.39 5:292.93 6:238.37 7:199.98 8:338.20 9:332.39 10:479.09
0 1:92.00 2:16104.00 3:45437.08 4:92.52 5:214.22 6:290.44 7:165.42 8:182.98 9:215.11 10:407.54
0 1:127.00 2:16120.00 3:46402.98 4:474.50 5:424.00 6:672.50 7:402.26 8:618.41 9:439.26 10:158.27
0 1:164.00 2:16120.00 3:43908.16 4:1337.46 5:1216.72 6:594.21 7:571.31 8:829.91 9:1560.10 10:2056.29
0 1:228.00 2:16112.00 3:42417.71 4:1084.45 5:391.11 6:533.84 7:965.78 8:1141.66 9:415.98 10:654.34
0 1:69.00 2:16098.00 3:49765.28 4:108.31 5:225.53 6:279.49 7:267.58 8:191.85 9:267.23 10:382.27
0 1:76.00 2:16101.00 3:49751.20 4:182.45 5:182.60 6:222.18 7:414.60 8:229.40 9:96.99 10:137.37
0 1:62.00 2:16082.00 3:49796.32 4:268.16 5:174.66 6:171.92 7:405.81 8:143.51 9:223.50 10:133.32
0 1:67.00 2:16096.00 3:51245.66 4:259.15 5:240.32 6:440.87 7:467.57 8:333.02 9:133.26 10:222.06
0 1:63.00 2:16081.00 3:50714.71 4:211.39 5:130.13 6:196.20 7:99.80 8:137.02 9:151.61 10:224.11
0 1:159.00 2:16109.00 3:51134.50 4:117.85 5:305.64 6:618.46 7:670.50 8:375.78 9:447.70 10:785.92
0 1:438.00 2:15835.00 3:78043.79 4:1774.72 5:2769.49 6:2607.33 7:1766.05 8:3960.12 9:4120.78 10:1609.43
0 1:71.00 2:15810.00 3:74395.74 4:187.48 5:124.46 6:209.76 7:207.41 8:213.98 9:414.82 10:363.67
0 1:57.00 2:15817.00 3:73903.52 4:112.88 5:234.78 6:247.64 7:195.45 8:113.26 9:396.32 10:216.50
0 1:88.00 2:15821.00 3:73970.39 4:109.77 5:87.21 6:106.11 7:265.18 8:453.65 9:469.53 10:702.86
0 1:58.00 2:15841.00 3:74390.82 4:88.90 5:237.63 6:56.66 7:185.73 8:238.52 9:141.06 10:249.60
0 1:57.00 2:15816.00 3:74309.46 4:144.55 5:110.30 6:237.69 7:186.70 8:256.68 9:316.05 10:215.10
0 1:60.00 2:15837.00 3:74390.02 4:118.24 5:176.57 6:304.23 7:333.39 8:191.50 9:304.37 10:230.79
0 1:62.00 2:15848.00 3:74684.94 4:115.86 5:280.54 6:404.00 7:352.89 8:233.33 9:367.14 10:385.99
0 1:1228.00 2:15739.00 3:62412.44 4:6156.09 5:6628.55 6:3346.65 7:4577.84 8:3739.13 9:6962.72 10:5898.16
0 1:404.00 2:15824.00 3:43618.49 4:956.19 5:415.90 6:279.89 7:122.82 8:343.91 9:377.05 10:471.38
0 1:92.00 2:15925.00 3:42413.18 4:119.97 5:144.61 6:192.60 7:113.55 8:211.15 9:231.63 10:217.77
0 1:69.00 2:15925.00 3:41128.96 4:150.68 5:219.09 6:356.67 7:268.59 8:194.06 9:157.14 10:127.39
0 1:75.00 2:15948.00 3:39902.64 4:133.02 5:155.11 6:165.59 7:126.65 8:189.55 9:133.06 10:274.23
0 1:77.00 2:15954.00 3:40601.82 4:82.36 5:183.18 6:202.51 7:176.32 8:112.19 9:138.80 10:192.27
0 1:57.00 2:15967.00 3:39581.74 4:189.07 5:142.30 6:196.75 7:239.42 8:263.68 9:202.50 10:163.54
0 1:61.00 2:15947.00 3:39420.77 4:222.59 5:171.24 6:173.46 7:240.68 8:126.21 9:140.40 10:200.18
0 1:61.00 2:15959.00 3:39155.25 4:180.56 5:292.96 6:249.66 7:98.39 8:178.24 9:338.72 10:166.96
0 1:61.00 2:15962.00 3:39203.80 4:88.54 5:293.44 6:157.15 7:133.86 8:135.78 9:163.75 10:248.95
0 1:62.00 2:15962.00 3:39555.51 4:156.24 5:210.44 6:321.08 7:291.91 8:324.51 9:146.87 10:191.94
0 1:68.00 2:15954.00 3:39431.91 4:262.53 5:173.05 6:207.64 7:303.57 8:293.11 9:187.94 10:192.43
0 1:59.00 2:15963.00 3:39866.90 4:271.21 5:104.70 6:186.92 7:169.32 8:239.58 9:94.57 10:166.64
0 1:57.00 2:15953.00 3:39791.27 4:107.46 5:109.86 6:214.60 7:162.14 8:208.56 9:131.04 10:131.36
0 1:77.00 2:15958.00 3:38291.12 4:320.83 5:348.12 6:276.11 7:194.94 8:330.99 9:275.49 10:195.13
0 1:79.00 2:15949.00 3:36686.70 4:163.79 5:50.08 6:216.29 7:187.19 8:288.46 9:210.45 10:282.79
0 1:59.00 2:15957.00 3:36402.57 4:138.08 5:143.20 6:243.05 7:227.33 8:139.93 9:209.50 10:154.57
0 1:74.00 2:15962.00 3:35818.91 4:168.67 5:132.40 6:231.17 7:211.58 8:248.11 9:300.76 10:215.03
0 1:69.00 2:15966.00 3:37359.03 4:128.77 5:223.58 6:448.49 7:484.11 8:363.42 9:203.92 10:170.01
0 1:62.00 2:15962.00 3:36524.46 4:104.06 5:112.08 6:175.06 7:208.15 8:324.69 9:114.03 10:199.33
0 1:58.00 2:15966.00 3:36454.57 4:180.81 5:225.18 6:226.08 7:117.85 8:146.32 9:93.73 10:239.11
0 1:59.00 2:15962.00 3:36359.09 4:154.46 5:190.28 6:127.89 7:167.02 8:218.65 9:114.53 10:142.27
0 1:58.00 2:15969.00 3:35999.25 4:148.41 5:37.31 6:152.41 7:122.47 8:127.47 9:137.35 10:145.02
0 1:55.00 2:15979.00 3:36125.71 4:69.05 5:98.30 6:210.85 7:174.33 8:213.08 9:135.64 10:102.85
0 1:55.00 2:15977.00 3:36057.79 4:107.94 5:124.83 6:379.39 7:159.20 8:269.57 9:162.73 10:151.26
0 1:54.00 2:15976.00 3:35928.37 4:134.55 5:40.80 6:193.89 7:269.13 8:176.74 9:125.67 10:65.05
0 1:273.00 2:15969.00 3:34062.43 4:1315.24 5:561.53 6:1827.20 7:388.90 8:1197.75 9:1187.51 10:2045.98
0 1:72.00 2:16027.00 3:32132.68 4:288.25 5:255.97 6:192.70 7:184.36 8:96.31 9:153.37 10:232.67
0 1:61.00 2:16037.00 3:30775.67 4:59.61 5:165.87 6:235.38 7:129.53 8:115.64 9:83.33 10:164.72
0 1:72.00 2:16036.00 3:30704.88 4:109.25 5:196.48 6:218.65 7:269.52 8:180.33 9:276.03 10:135.71
0 1:69.00 2:16033.00 3:31449.98 4:91.93 5:132.41 6:170.82 7:234.85 8:179.30 9:170.63 10:156.52
0 1:57.00 2:16040.00 3:31382.27 4:81.67 5:75.03 6:221.56 7:228.07 8:216.87 9:116.53 10:173.90
0 1:55.00 2:16043.00 3:31241.09 4:72.90 5:63.09 6:280.69 7:341.39 8:341.53 9:172.50 10:134.50
0 1:52.00 2:16052.00 3:30804.59 4:97.00 5:160.39 6:149.15 7:109.00 8:116.15 9:31.42 10:130.17
0 1:54.00 2:16045.00 3:30598.38 4:68.64 5:190.54 6:241.28 7:248.02 8:112.36 9:201.45 10:126.13
0 1:55.00 2:16048.00 3:30732.84 4:117.73 5:109.27 6:141.45 7:131.95 8:184.47 9:113.97 10:154.75
0 1:54.00 2:16047.00 3:30595.54 4:44.28 5:85.24 6:104.72 7:113.97 8:177.81 9:49.42 10:179.38
0 1:53.00 2:16045.00 3:30650.94 4:261.29 5:161.51 6:293.47 7:111.84 8:194.37 9:81.88 10:105.08
0 1:59.00 2:16058.00 3:30136.25 4:167.25 5:313.14 6:226.64 7:278.78 8:278.79 9:266.61 10:136.24
0 1:89.00 2:16054.00 3:31216.99 4:345.94 5:281.47 6:389.73 7:259.02 8:235.37 9:258.11 10:418.87
0 1:200.00 2:16033.00 3:38101.86 4:1276.67 5:2059.48 6:1923.23 7:1799.55 8:1545.95 9:871.53 10:451.80
0 1:130.00 2:16016.00 3:40917.06 4:111.59 5:334.03 6:103.16 7:334.34 8:214.70 9:298.42 10:377.21
0 1:77.00 2:16036.00 3:39490.30 4:139.32 5:164.21 6:141.73 7:143.98 8:392.21 9:233.62 10:125.45
0 1:79.00 2:16046.00 3:39031.36 4:307.69 5:164.65 6:135.90 7:193.30 8:279.33 9:205.93 10:144.29
0 1:76.00 2:16047.00 3:36901.61 4:182.31 5:96.28 6:266.53 7:180.67 8:429.48 9:182.90 10:114.82
0 1:345.00 2:16016.00 3:34072.81 4:1646.16 5:2244.30 6:2235.19 7:1402.78 8:1697.20 9:1203.71 10:1349.29
0 1:1198.00 2:15977.00 3:37408.29 4:9818.58 5:3410.43 6:7875.99 7:6484.56 8:3009.33 9:6813.90 10:3722.21
0 1:1128.00 2:16651.00 3:40883.96 4:7977.04 5:10461.62 6:3696.40 7:6578.53 8:4464.90 9:4017.46 10:3984.89
0 1:1217.00 2:16768.00 3:60103.44 4:2238.06 5:6436.68 6:4606.84 7:9494.12 8:12056.14 9:15426.02 10:13016.51
0 1:747.00 2:16089.00 3:40545.65 4:3589.91 5:1937.91 6:967.35 7:1663.76 8:639.68 9:1628.63 10:1600.93
0 1:6702.00 2:16379.00 3:73166.45 4:29590.85 5:32827.50 6:11074.59 7:14307.50 8:12289.59 9:7937.33 10:5750.23
0 1:2906.00 2:15985.00 3:94661.62 4:6730.39 5:1737.08 6:2410.50 7:1670.95 8:2069.50 9:3417.55 10:3170.66
0 1:785.00 2:16071.00 3:162747.98 4:4340.64 5:4794.99 6:6454.53 7:4213.66 8:3718.99 9:5975.02 10:2498.52
0 1:261.00 2:16112.00 3:167687.47 4:1048.43 5:1218.28 6:1274.38 7:1588.24 8:1874.53 9:1070.84 10:967.36
0 1:291.00 2:16218.00 3:156276.39 4:984.05 5:1430.49 6:821.37 7:658.12 8:640.21 9:1266.30 10:538.09
0 1:633.00 2:15942.00 3:196264.67 4:3730.99 5:1625.01 6:554.22 7:1295.57 8:1769.54 9:1353.58 10:1902.94
0 1:240.00 2:15865.00 3:201373.05 4:1784.42 5:2130.99 6:1641.39 7:2242.15 8:2393.83 9:1011.58 10:6105.83
0 1:119.00 2:15917.00 3:196035.20 4:837.51 5:1122.56 6:916.09 7:1173.42 8:899.05 9:1445.92 10:1077.36
0 1:103.00 2:15892.00 3:198900.14 4:530.51 5:395.47 6:602.83 7:386.40 8:540.66 9:1058.91 10:587.84
0 1:109.00 2:15925.00 3:193782.75 4:506.60 5:385.49 6:452.58 7:540.29 8:461.71 9:551.98 10:665.25
0 1:61.00 2:15932.00 3:193018.20 4:299.33 5:395.88 6:483.71 7:375.29 8:549.69 9:462.03 10:592.65
0 1:58.00 2:15934.00 3:192837.17 4:296.02 5:331.95 6:408.43 7:543.95 8:419.18 9:522.11 10:472.55
0 1:58.00 2:15941.00 3:191557.06 4:290.94 5:411.20 6:442.90 7:423.55 8:539.58 9:437.85 10:419.73
0 1:50.00 2:15924.00 3:192834.56 4:230.73 5:389.53 6:426.23 7:455.81 8:455.19 9:418.03 10:485.00
0 1:124.00 2:15920.00 3:193346.19 4:990.42 5:1889.11 6:1208.53 7:514.54 8:718.58 9:1398.77 10:1499.94
0 1:126.00 2:15880.00 3:199830.83 4:1179.53 5:876.36 6:952.29 7:1025.96 8:780.70 9:544.45 10:890.55
0 1:68.00 2:15896.00 3:197668.17 4:494.44 5:367.03 6:363.56 7:517.19 8:466.47 9:493.96 10:457.18
0 1:58.00 2:15896.00 3:196078.81 4:236.10 5:434.85 6:416.55 7:394.47 8:486.24 9:466.13 10:488.50
0 1:314.00 2:15903.00 3:196052.31 4:738.27 5:1036.36 6:586.11 7:748.56 8:678.88 9:1629.02 10:1207.28
0 1:762.00 2:16059.00 3:172510.72 4:5400.98 5:2953.49 6:2622.15 7:1663.95 8:1604.02 9:2573.88 10:2199.17
0 1:380.00 2:15906.00 3:185545.94 4:3835.15 5:2134.04 6:1533.13 7:856.76 8:904.66 9:740.62 10:1033.29
0 1:243.00 2:15918.00 3:184793.33 4:1433.34 5:1028.33 6:1085.32 7:821.23 8:544.50 9:461.57 10:888.31
0 1:247.00 2:15931.00 3:183563.27 4:1901.22 5:1307.48 6:1084.01 7:905.97 8:1152.79 9:893.83 10:977.33
0 1:73.00 2:15893.00 3:186478.14 4:955.15 5:411.11 6:618.11 7:322.98 8:435.89 9:507.10 10:444.79
0 1:55.00 2:15896.00 3:185287.08 4:207.38 5:365.78 6:518.68 7:381.41 8:482.49 9:398.26 10:473.40
0 1:59.00 2:15902.00 3:185387.89 4:244.81 5:415.86 6:399.30 7:431.80 8:439.85 9:401.51 10:488.23
0 1:56.00 2:15904.00 3:183992.92 4:182.82 5:394.84 6:444.11 7:396.51 8:432.75 9:488.31 10:458.60
0 1:54.00 2:15906.00 3:184508.17 4:305.04 5:381.59 6:432.47 7:410.13 8:413.06 9:464.66 10:436.49
0 1:56.00 2:15912.00 3:183308.69 4:238.18 5:396.96 6:467.34 7:420.84 8:443.49 9:350.83 10:492.47
0 1:51.00 2:15912.00 3:183444.19 4:200.72 5:440.16 6:413.96 7:439.57 8:431.42 9:468.02 10:420.30
0 1:59.00 2:15914.00 3:182645.88 4:190.46 5:441.82 6:419.23 7:388.29 8:448.64 9:381.35 10:455.17
0 1:50.00 2:15909.00 3:182712.33 4:273.08 5:378.72 6:385.13 7:411.75 8:474.29 9:431.40 10:476.96
0 1:60.00 2:15914.00 3:182035.69 4:244.32 5:400.51 6:418.82 7:460.41 8:422.62 9:413.73 10:420.45
0 1:50.00 2:15916.00 3:181938.56 4:227.77 5:381.50 6:399.62 7:491.75 8:347.18 9:562.52 10:421.80
0 1:58.00 2:15910.00 3:181769.50 4:250.66 5:451.00 6:298.26 7:514.68 8:385.15 9:481.15 10:478.68
0 1:51.00 2:15914.00 3:182165.61 4:187.59 5:380.01 6:396.71 7:408.43 8:411.06 9:482.42 10:442.18
0 1:57.00 2:15915.00 3:183163.20 4:258.94 5:335.60 6:455.74 7:474.80 8:454.10 9:442.08 10:526.65
0 1:56.00 2:15913.00 3:182096.06 4:250.39 5:326.19 6:398.34 7:467.09 8:473.24 9:419.78 10:494.86
0 1:53.00 2:15908.00 3:183060.33 4:192.85 5:293.21 6:488.41 7:442.71 8:403.31 9:455.59 10:463.08
0 1:57.00 2:15905.00 3:181693.13 4:188.66 5:343.76 6:418.40 7:449.59 8:463.75 9:312.90 10:505.48
0 1:51.00 2:15910.00 3:182746.81 4:135.63 5:427.50 6:474.35 7:377.39 8:469.38 9:406.95 10:462.99
0 1:58.00 2:15906.00 3:181420.50 4:261.83 5:349.70 6:425.12 7:417.25 8:410.21 9:468.43 10:448.82
0 1:52.00 2:15905.00 3:182712.45 4:228.95 5:330.84 6:458.08 7:423.98 8:376.53 9:456.20 10:431.77
0 1:58.00 2:15909.00 3:181631.36 4:206.19 5:390.34 6:439.89 7:399.91 8:418.91 9:430.69 10:473.23
0 1:47.00 2:15911.00 3:181972.95 4:174.49 5:438.87 6:467.11 7:436.31 8:400.03 9:408.18 10:477.94
0 1:61.00 2:15904.00 3:181795.38 4:153.35 5:474.89 6:364.38 7:435.72 8:403.98 9:453.18 10:420.72
0 1:47.00 2:15906.00 3:182008.11 4:236.58 5:374.20 6:413.55 7:380.82 8:444.64 9:475.40 10:429.97
0 1:57.00 2:15899.00 3:182401.13 4:193.78 5:440.40 6:373.04 7:500.33 8:381.33 9:519.48 10:467.70
0 1:53.00 2:15906.00 3:181425.69 4:284.27 5:295.00 6:476.02 7:358.20 8:489.86 9:441.77 10:433.79
0 1:52.00 2:15901.00 3:182384.86 4:240.49 5:337.81 6:419.77 7:487.58 8:515.37 9:357.37 10:447.32
0 1:57.00 2:15903.00 3:181449.64 4:277.41 5:283.41 6:483.32 7:429.31 8:435.12 9:413.62 10:493.49
0 1:54.00 2:15911.00 3:181961.11 4:208.74 5:319.30 6:479.57 7:356.78 8:451.65 9:471.26 10:407.92
0 1:55.00 2:15909.00 3:181186.55 4:222.57 5:302.44 6:501.27 7:411.95 8:396.36 9:484.85 10:377.82
0 1:54.00 2:15892.00 3:181778.25 4:196.40 5:357.06 6:489.45 7:408.42 8:410.20 9:422.00 10:448.29
0 1:57.00 2:15912.00 3:180796.42 4:217.77 5:342.62 6:443.56 7:403.80 8:433.47 9:405.98 10:415.61
0 1:51.00 2:15910.00 3:181629.31 4:277.06 5:299.57 6:474.70 7:350.12 8:392.09 9:482.36 10:464.93
0 1:57.00 2:15910.00 3:180964.86 4:201.66 5:429.04 6:352.42 7:470.12 8:413.65 9:423.47 10:482.96
0 1:51.00 2:15906.00 3:181731.36 4:212.23 5:387.56 6:399.23 7:466.04 8:421.52 9:428.40 10:459.79
0 1:56.00 2:15904.00 3:180979.42 4:181.96 5:411.33 6:434.49 7:405.77 8:473.21 9:456.25 10:436.84
0 1:54.00 2:15897.00 3:181887.30 4:187.18 5:370.25 6:439.53 7:397.06 8:500.99 9:463.03 10:411.73
0 1:56.00 2:15902.00 3:180920.14 4:287.11 5:317.23 6:362.28 7:458.71 8:464.60 9:438.84 10:494.88
0 1:54.00 2:15896.00 3:181743.95 4:224.11 5:284.71 6:415.45 7:393.50 8:476.86 9:488.63 10:411.04
0 1:54.00 2:15899.00 3:181101.52 4:142.68 5:461.27 6:378.40 7:449.17 8:423.88 9:486.16 10:367.39
0 1:52.00 2:15894.00 3:181746.11 4:325.80 5:315.89 6:347.91 7:462.61 8:436.61 9:479.03 10:449.26
0 1:58.00 2:15899.00 3:181050.98 4:241.42 5:380.42 6:431.30 7:398.51 8:474.75 9:346.33 10:452.34
0 1:52.00 2:15899.00 3:181793.92 4:209.02 5:485.90 6:358.70 7:377.97 8:530.51 9:376.37 10:400.94
0 1:56.00 2:15904.00 3:180790.52 4:198.86 5:418.70 6:341.35 7:430.94 8:476.47 9:425.21 10:403.19
0 1:52.00 2:15898.00 3:181706.27 4:203.02 5:358.24 6:399.30 7:405.89 8:481.34 9:485.57 10:423.04
0 1:60.00 2:15904.00 3:180865.80 4:179.79 5:432.83 6:393.25 7:404.39 8:406.03 9:494.67 10:371.70
0 1:631.00 2:15941.00 3:184104.95 4:1163.43 5:1516.82 6:821.55 7:883.29 8:1565.98 9:2091.81 10:2525.45
0 1:4977.00 2:16035.00 3:95523.30 4:20666.16 5:3293.84 6:5649.22 7:4576.18 8:3578.96 9:6329.23 10:4016.11
